Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Bullet_AMS_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 15, 0.4, 15, 0, Pooled, 0, 1800, 2500, 250
Bullet_AMS_AOE_2, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 0.4, 8, 0, Pooled, 0, 1800, 30, 1
Ball Bullet AMS, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, Ball_Turret_Frag, 1, 180, 0, 0, 0, 0, NoFallOff, 2, 500, 2, 0, Pooled, 0, 1800, 2500, 150
Ball_Turret_Frag, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 15, 0.4, 15, 0, Pooled, 0, 1, 15, 8
Heavy Gauss Slug, 100000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.25, -1, -1, -1, 0.75, 5.09, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 175000, 8, 0, Pooled, 0, 1800, 10000, 2400
Starcore_HeavyGauss_Shrap, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 350, 15, 0
HG_VFX1, 4, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
HG_VFX2, 0.001, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, 0.75, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
HG_VFX3, 0.001, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, 0.75, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
MCRN Heavy Torp Launch, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, MCRN Heavy Torp Acceleration, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 850, 250, 20000, 800
MCRN Heavy Torp Acceleration, 10, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, MCRN Heavy Torp Frag, 24, 360, 0, 0, 0, 0, NoFallOff, 8, 45000, 2, 0, Curve, 300, 800, 20000, 2400
MCRN Heavy Torp Terminal, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, MCRN Heavy Torp Frag, 24, 360, 0, 0, 0, 0, NoFallOff, 8, 45000, 2, 0, Curve, 800, 600, 20000, 2400
MCRN Heavy Torp Frag, 16500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 10, 25000, 0, 0, Pooled, 0, 1250, 100, 0
UNN Light Torp Launch, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, OPA Heavy Torp LockTone, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 250, 25, 12000, 800
UNN Light Torp Acceleration, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, OPA Heavy Torp LockTone Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 800, 800, 12000, 2050
UNN Light Torp Terminal, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, UNN Light Torp Frag, 24, 360, 0, 0, 0, 0, NoFallOff, 8, 25000, 1, 0, Curve, 800, 400, 12000, 2400
UNN Light Torp Frag, 16500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 10, 25000, 0, 0, Pooled, 0, 1250, 100, 0
UNN Heavy Torp Launch, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, UNN Heavy Torp Acceleration, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 850, 250, 20000, 800
UNN Heavy Torp Acceleration, 10, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, UNN Heavy Torp Frag, 24, 360, 0, 0, 0, 0, NoFallOff, 8, 45000, 2, 0, Curve, 300, 800, 20000, 2400
UNN Heavy Torp Terminal, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, UNN Heavy Torp Frag, 24, 360, 0, 0, 0, 0, NoFallOff, 8, 45000, 2, 0, Curve, 800, 600, 20000, 2400
UNN Heavy Torp Frag, 16500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 10, 25000, 0, 0, Pooled, 0, 1250, 100, 0
LRM, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 1800, 145, 10000, 30
Mod_LRM_Terminal, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Fragment_Detonation, 12, 100, 0, 0, 0, 0, NoFallOff, 6, 10000, 4, 0, Linear, 245, 850, 15000, 3400
Mod_LRM_Fragment_Detonation, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 1, 0, Pooled, 0, 1, 10, 0
LRM, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 1800, 145, 10000, 30
Mod_LRM_Terminal, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Fragment_Detonation, 12, 100, 0, 0, 0, 0, NoFallOff, 6, 10000, 4, 0, Linear, 245, 850, 15000, 3400
Mod_LRM_Fragment_Detonation, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 1, 0, Pooled, 0, 1, 10, 0
LRM, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 1800, 145, 10000, 30
Mod_LRM_Terminal, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Fragment_Detonation, 12, 100, 0, 0, 0, 0, NoFallOff, 6, 10000, 4, 0, Linear, 245, 850, 15000, 3400
Mod_LRM_Fragment_Detonation, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 1, 0, Pooled, 0, 1, 10, 0
LRM, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 1800, 145, 10000, 30
Mod_LRM_Terminal, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mod_LRM_Fragment_Detonation, 12, 100, 0, 0, 0, 0, NoFallOff, 6, 10000, 4, 0, Linear, 245, 850, 15000, 3400
Mod_LRM_Fragment_Detonation, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 1, 0, Pooled, 0, 1, 10, 0
MRM, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, MRM_2ndStage, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 10, 1, 0, Pooled, 2670, 900, 7000, 120
MRM_2ndStage, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 20000, 5, 0, Pooled, 900, 1000, 7000, 900
MRM, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, MRM_2ndStage, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 10, 1, 0, Pooled, 2670, 900, 7000, 120
MRM_2ndStage, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 20000, 5, 0, Pooled, 900, 1000, 7000, 900
MRM, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, MRM_2ndStage, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 10, 1, 0, Pooled, 2670, 900, 7000, 120
MRM_2ndStage, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 20000, 5, 0, Pooled, 900, 1000, 7000, 900
MRM, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, MRM_2ndStage, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 10, 1, 0, Pooled, 2670, 900, 7000, 120
MRM_2ndStage, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 20000, 5, 0, Pooled, 900, 1000, 7000, 900
SSRM, 1, Energy, Energy, Energy, Energy, -1, -1, 2, -1, -1, -1, 1, -1, SRM_Acceleration, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 1800, 245, 10000, 30
SRM_Acceleration, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SRM_Detonation, 8, 90, 0, 0, 0, 0, NoFallOff, 10, 10000, 0, 0, Pooled, 550, 650, 7000, 1900
SRM_Detonation, 1, Energy, Energy, Energy, Energy, -1, -1, 2, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 10000, 4, 0, Pooled, 0, 9000, 15, 0
ERPPC Main, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 1.5, 0.5, 6, -1.2, ERPPC_EWAR, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 10000, 2, 0, Curve, 0, 2400, 5000, 300
ERPPC_EWAR, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2400, 10000, 300
ERPPCFXshots, 0.4, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 0.4, 1, 0, NoFalloff, 0, 2400, 10000, 0
ERPPCFXshots2, 0.4, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 0.4, 1, 0, NoFalloff, 0, 2400, 10000, 0
ERPPCFXshots3, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 1100, 15000, 0
ERPPCFXshots4, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 7000, 0
RWR_P_Fake, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 4000, 1
RWR_P_Fake, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 4000, 1
Radiowave, 0, Energy, Energy, Energy, Energy, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50000, 0
Flare, 100, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, FlarePulse, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 0.4, 1, 0, Pooled, 150, 150, 5000, 1
FlarePulse, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 200, 3500, 300
FlareCandy, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 900, 10000, 180
20mm High Velocity, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 50, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1800, 2600, 150
PDC_Bullet_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 500, 1, 0, Pooled, 0, 1800, 2600, 150
20mm High Velocity, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 50, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1800, 2600, 150
PDC_Bullet_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 500, 1, 0, Pooled, 0, 1800, 2600, 150
20mm High Velocity, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 50, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1800, 2600, 150
PDC_Bullet_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 500, 1, 0, Pooled, 0, 1800, 2600, 150
20mm High Velocity, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 50, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1800, 2600, 150
PDC_Bullet_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 500, 1, 0, Pooled, 0, 1800, 2600, 150
20mm High Velocity, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 50, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1800, 2600, 150
PDC_Bullet_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.5, 500, 1, 0, Pooled, 0, 1800, 2600, 150
40mm APHE Shell, 5250, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1.5, 2, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 4.5, 1250, 1.5, 0, Linear, 0, 1250, 3000, 1200
80mm APHE Shell, 2750, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1, 1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 12750, 3, 0, Pooled, 0, 1500, 5000, 1200
TurretedPulseLaser, 6000, Energy, Energy, Energy, Energy, -1, 0.85, -1, 0.75, 2, 1.5, 4, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3650, 1200
Light_Railgun_Slug, 8000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 7000, 600
Small_Railgun_Ammo_VFX1, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 7000, 600
Small_Railgun_Ammo_VFX2, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 7000, 600
Odin_Railgun_Slug, 8000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, 0, Odin_Railgun_Frag, 16, 60, 0, 0, 0, 0, NoFallOff, 4, 60000, 2, 0, Pooled, 0, 2500, 7000, 1200
Odin_Railgun_VFX1, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 7000, 1200
Odin_Railgun_VFX2, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2500, 7000, 1200
Odin_Railgun_Frag, 16000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 50, 1200
27-Inch HE, 500000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.25, -1, -1, 0.2, 2, 0, HE_Fragment, 36, 8, 0, 0, 0, 0, NoFallOff, 3, 5, 3, 0, NoFalloff, 0, 1400, 6500, 280
HE_Fragment, 33750, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.25, -1, 0.25, 0.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 1500, 240
Distractor Shell, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.25, -1, -1, 0.2, 2, 0, Thump_Flare_Travel, 8, 4, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 6500, 1
Thump_Flare_Travel, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.25, -1, 0.25, 0.75, -1, Thump_Flare, 1, 1, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 4000, 600
Thump_Flare, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 475, 675, 3500, 560
CoilGunAmmo, 100000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.25, -1, -1, -1, 0.75, 5.09, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 175000, 8, 0, Pooled, 0, 1800, 10000, 2400
CoilGunAmmo_VFX1, 4, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, 0.75, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
CoilGunAmmo_VFX2, 0.001, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, 0.75, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
CoilGunAmmo_VFX3, 0.001, Kinetic, Energy, Energy, Energy, -1, 0.25, -1, -1, -1, 0.75, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 10000, 2400
Plasma_Beam, 4500, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 8000, 5000, 1200
Hurricane APCBC, 33000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.5, -1, 0.5, 1, -1, H_APHE_Fragment, 6, 180, 0, 0, 0, 0, NoFallOff, 5, 24000, 3, 0, InvCurve, 0, 1300, 5400, 1000
H_APHE_Fragment, 10000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.5, -1, 0.5, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 8, 15
High-Explosive Shell BC7, 20500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 2, 0.75, 2, -1, BC7_HE_Fragment, 12, 270, 0, 0, 0, 0, NoFallOff, 7.5, 70000, 2.5, 0, Pooled, 0, 1800, 8200, 900
BC7_HE_Fragment, 20500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 0.65, -1, 0.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 30, 600
High-Velocity AP BC7, 80000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.5, 1, 0.5, 2.45, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3200, 8200, 900
High-Explosive Shell BC7, 20500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 2, 0.75, 2, -1, BC7_HE_Fragment, 12, 270, 0, 0, 0, 0, NoFallOff, 7.5, 70000, 2.5, 0, Pooled, 0, 1800, 8200, 900
BC7_HE_Fragment, 20500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 0.65, -1, 0.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 30, 600
High-Velocity AP BC7, 80000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.5, 1, 0.5, 2.45, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3200, 8200, 900
High-Explosive Shell BC5, 13650, Kinetic, Energy, Energy, Energy, -1, -1, -1, 0.9, 2, 0.75, 1, -1, BC5_HE_Fragment, 10, 270, 0, 0, 0, 0, NoFallOff, 6, 40000, 2.5, 0, Pooled, 0, 1100, 7200, 1000
BC5_HE_Fragment, 12150, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, 0.85, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 8, 15
High Velocity AP BC5, 60000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1, 1, 0.5, 1.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 7200, 1000
High-Explosive Shell BC5, 13650, Kinetic, Energy, Energy, Energy, -1, -1, -1, 0.9, 2, 0.75, 1, -1, BC5_HE_Fragment, 10, 270, 0, 0, 0, 0, NoFallOff, 6, 40000, 2.5, 0, Pooled, 0, 1100, 7200, 1000
BC5_HE_Fragment, 12150, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, 0.85, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 8, 15
High Velocity AP BC5, 60000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1, 1, 0.5, 1.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 7200, 1000
High-Explosive Shell BC3, 13650, Energy, Energy, Energy, Energy, -1, -1, -1, 0.75, 0.75, 0.75, 1, -1, BC3_HE_Fragment, 10, 180, 0, 0, 0, 0, NoFallOff, 3.5, 22000, 2.5, 0, Pooled, 0, 1100, 6200, 1250
BC3_HE_Fragment, 10250, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, 0.65, -1, 0.7, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 8, 15
Armor-Penetrator Shell BC3, 35000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.75, 1, 0.5, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 6200, 1250
High-Explosive Shell BC3, 13650, Energy, Energy, Energy, Energy, -1, -1, -1, 0.75, 0.75, 0.75, 1, -1, BC3_HE_Fragment, 10, 180, 0, 0, 0, 0, NoFallOff, 3.5, 22000, 2.5, 0, Pooled, 0, 1100, 6200, 1250
BC3_HE_Fragment, 10250, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, 0.65, -1, 0.7, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 8, 15
Armor-Penetrator Shell BC3, 35000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.75, 1, 0.5, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2200, 6200, 1250
Ammo 1, 20000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Mine_Static, 1, 1, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 10, 3000, 300
Mine_Static, 111, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 5, 1, 0, Squeeze, 0, 0, 1000, 1200
Vortex Torpedo, 123, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Vortex_Effect_Frag, 1, 15, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 200, 1000, 6000, 1800
Vortex_Effect_Frag, 123, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 8000, 1500, 300
Thor_Launch, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Thor_Travel, 1, 20, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 200, 800, 8000, 1800
